vehicleTypeMatch,priceWithinBudget,priceToBudgetRatio,durationInDays,popularityScore,userTypeAffinityScore,isGoodMatch
0,1,0.8,4,5,0,1
1,1,0.57,9,4,2,1
0,1,0.89,7,6,5,1
0,1,0.77,14,3,1,0
1,0,1.95,14,3,0,0
0,0,1.6,7,5,4,0
0,1,0.92,8,6,1,0
0,1,0.48,2,4,0,0
0,0,2.47,12,5,0,0
1,0,1.66,6,7,1,0
0,0,1.71,7,2,2,0
1,1,0.92,3,8,2,1
1,0,2.33,8,3,4,0
1,1,0.56,1,4,2,1
1,1,0.92,1,4,0,1
0,0,1.59,10,8,0,0
1,1,0.66,3,6,2,1
0,0,2.4,6,3,3,0
1,1,0.49,7,2,2,1
1,0,2.42,2,5,1,0
0,1,0.38,14,4,3,1
1,1,0.92,6,2,0,1
1,0,2.03,12,6,2,0
0,0,2.27,5,2,1,0
0,1,0.79,6,2,1,0
1,0,1.21,1,2,1,0
1,1,0.43,14,7,4,1
1,1,0.49,10,5,3,1
1,1,0.59,7,3,1,1
1,1,0.79,8,4,3,1
1,1,0.75,14,2,2,1
0,1,0.67,7,8,3,1
0,1,0.84,9,2,0,0
1,0,1.09,1,6,1,1
1,0,1.19,10,2,3,0
0,1,0.85,9,7,0,0
0,1,0.53,11,3,0,1
1,1,0.92,11,4,3,1
1,0,1.46,13,3,2,0
1,1,0.88,3,10,5,1
1,0,2.05,2,3,0,0
0,0,1.93,6,4,3,0
0,1,0.68,11,3,1,1
0,0,1.57,5,6,1,0
0,1,0.79,4,8,2,0
1,1,0.63,4,1,0,1
1,1,0.89,8,2,1,1
1,1,0.77,10,2,2,1
1,0,1.74,13,4,2,0
0,0,1.38,3,1,2,0
1,1,0.99,13,7,2,1
1,1,0.89,1,2,2,1
1,1,0.85,5,3,1,1
0,0,1.33,8,2,1,0
1,1,0.67,3,2,1,1
1,1,0.4,2,2,1,1
0,1,0.68,1,6,1,0
0,1,0.4,13,5,1,1
1,0,1.7,4,5,1,0
1,0,1.94,11,5,0,0
0,1,0.57,2,1,0,1
1,1,0.65,14,3,1,1
0,0,1.61,8,3,1,0
1,1,0.38,11,4,3,1
0,0,1.44,13,5,1,0
1,0,2.27,10,5,3,0
0,0,1.24,12,2,0,0
0,0,1.56,9,3,0,0
0,1,0.84,13,5,5,1
0,1,0.58,10,12,1,1
1,0,1.07,1,3,2,0
0,0,1.42,2,4,0,0
1,1,0.32,6,5,0,1
0,0,1.72,13,2,1,0
0,1,0.38,10,2,3,1
0,0,1.42,12,3,1,0
0,1,0.42,7,4,1,1
0,0,1.77,2,4,3,0
1,0,1.48,8,4,3,0
1,0,2.25,13,6,0,0
1,0,1.82,10,4,3,0
1,1,0.88,9,3,2,1
1,1,0.43,8,3,1,1
0,0,2.27,9,3,4,0
1,0,2.47,6,4,2,0
1,1,0.43,11,5,3,1
1,1,0.51,7,7,3,1
1,1,0.39,6,7,2,1
0,1,0.57,7,6,1,1
1,1,0.44,3,3,3,1
1,1,0.75,4,4,4,1
1,1,1.0,9,6,3,1
1,1,0.31,3,4,3,1
0,0,1.62,2,2,2,0
0,0,2.36,12,6,1,0
1,0,2.14,13,4,3,0
1,1,0.65,11,2,6,1
0,1,0.68,7,5,1,0
0,1,0.63,6,4,2,1
0,0,1.8,3,4,4,0
0,1,0.34,6,2,2,1
1,1,0.59,7,5,1,1
1,0,1.39,6,3,1,0
0,1,0.69,1,5,0,0
0,1,0.52,12,4,2,1
0,1,0.67,14,6,1,1
0,1,0.39,1,5,2,1
1,1,0.95,9,2,1,1
1,1,0.93,6,4,5,1
1,1,0.43,12,3,0,1
0,1,0.54,2,7,2,1
1,0,2.26,11,5,5,1
1,1,0.37,1,4,2,1
1,0,2.44,11,4,0,0
1,1,0.48,12,4,2,1
0,1,0.94,2,6,0,0
0,1,0.9,8,4,1,0
0,1,0.71,5,3,1,0
0,0,1.36,7,2,1,0
0,1,0.95,7,4,1,0
1,0,1.76,2,6,2,0
1,0,2.43,4,6,2,0
1,1,0.39,2,3,0,1
0,0,1.71,7,6,1,0
1,1,0.77,5,2,4,1
1,1,0.68,1,3,0,1
1,1,0.31,2,1,0,1
1,1,0.34,6,8,1,1
1,0,1.06,14,3,3,0
1,0,1.4,4,2,0,0
0,1,0.55,7,4,2,1
0,1,0.92,2,2,0,0
0,1,0.72,13,4,4,0
0,1,0.86,12,4,1,0
0,0,2.44,2,3,1,0
1,1,0.38,12,3,1,1
1,1,0.6,6,4,3,1
1,0,1.47,8,3,2,0
0,0,1.29,13,5,3,0
1,0,1.61,1,3,2,0
1,0,1.71,5,3,2,0
0,1,0.47,1,3,2,0
1,0,1.84,11,4,1,0
0,0,1.45,6,3,2,0
0,0,2.12,7,2,0,0
1,1,0.61,6,4,1,1
0,1,0.84,14,1,1,0
1,0,1.87,13,2,3,0
1,0,2.37,9,3,1,0
1,0,2.27,3,5,3,0
0,1,0.32,8,1,3,1
0,0,1.57,3,5,2,0
0,1,0.92,11,4,2,0
1,1,0.31,12,1,0,1
1,1,0.58,13,3,0,1
0,0,1.55,13,1,1,0
1,1,0.55,7,3,0,1
1,1,0.62,14,5,5,1
0,0,2.23,13,4,1,0
1,1,0.44,5,3,0,1
1,0,1.21,12,5,0,1
0,0,1.23,13,4,1,0
0,0,1.16,1,5,1,0
1,1,0.63,11,5,2,1
1,1,0.66,12,2,5,1
1,1,0.89,4,5,1,1
1,0,2.49,14,8,1,1
0,1,0.49,13,6,0,0
0,0,1.69,11,4,1,0
1,1,0.64,9,10,2,1
0,0,2.41,8,3,0,0
0,0,2.34,3,1,1,0
1,1,0.97,2,7,4,1
1,0,1.26,11,8,0,0
1,1,0.71,9,9,1,1
1,1,0.61,1,3,5,1
0,1,0.84,9,4,1,1
1,1,0.82,12,3,1,1
0,1,0.68,7,6,0,0
1,0,1.34,12,4,1,0
1,1,0.95,2,4,2,1
1,1,0.62,11,2,1,1
1,0,2.18,5,3,2,0
1,0,1.93,14,6,2,1
0,1,0.77,2,1,4,0
1,1,0.45,5,5,2,1
1,1,0.89,7,6,3,1
0,0,2.4,5,5,1,0
1,1,0.43,2,4,3,1
1,0,2.03,11,2,0,0
0,1,0.81,14,3,1,1
1,1,0.98,5,4,0,1
1,0,2.34,12,5,1,0
1,1,0.96,12,3,1,1
1,1,0.4,10,3,3,1
1,1,0.35,14,4,2,1
1,1,0.69,6,4,0,1
1,1,0.5,5,7,1,1
0,1,0.88,2,7,4,1
1,0,1.72,6,6,3,0
1,0,2.22,6,5,2,0
0,0,1.68,12,3,0,0
1,1,0.64,2,6,2,1
1,1,0.65,13,3,2,1
0,0,1.55,13,2,2,0
1,1,0.71,4,4,3,1
1,1,0.61,7,3,0,1
1,1,0.61,1,4,1,1
0,1,0.55,1,5,1,1
0,1,0.31,14,5,5,1
0,0,1.32,11,3,3,0
1,0,2.39,12,7,2,0
0,1,0.3,11,7,3,1
1,0,2.3,6,7,3,0
0,0,1.77,7,9,1,0
0,1,0.58,12,3,0,1
1,0,1.46,5,4,0,0
1,1,0.66,12,1,1,1
0,0,1.43,10,2,2,0
1,1,0.74,8,4,0,1
0,0,2.49,11,0,3,0
1,0,2.32,4,4,0,0
1,1,0.66,3,5,3,1
0,1,0.87,7,4,0,0
0,1,0.6,14,6,0,0
0,1,0.79,4,5,1,0
1,0,1.61,1,5,0,0
1,1,0.59,11,6,1,1
0,1,0.83,8,4,3,1
1,1,0.42,5,7,2,1
0,0,1.88,13,8,2,0
0,1,0.46,8,6,4,1
1,1,0.55,8,3,2,1
1,0,1.45,12,7,3,1
1,1,0.71,5,2,1,1
1,0,2.43,8,4,1,0
0,1,0.85,7,6,0,0
1,1,0.56,13,2,2,1
0,1,0.99,3,5,0,1
1,1,0.72,4,7,1,1
0,0,1.34,11,2,2,0
1,1,0.88,12,3,3,1
0,1,0.81,13,5,2,1
0,0,1.07,7,3,2,0
1,1,0.44,4,5,2,1
0,1,0.63,6,1,1,1
1,0,1.58,12,5,3,0
0,0,1.78,2,1,0,0
0,0,1.7,12,1,3,0
0,1,0.71,2,2,1,0
0,1,0.89,3,2,0,0
1,1,0.5,10,3,1,1
0,1,0.7,7,3,2,0
1,1,0.39,3,6,0,1
1,1,0.78,12,5,2,1
1,0,1.27,3,1,2,0
1,1,0.33,13,4,1,1
1,1,0.77,14,2,2,1
1,1,0.59,4,1,2,1
0,1,0.39,10,5,2,1
0,1,0.59,6,2,1,1
1,1,0.44,1,3,3,1
1,0,1.85,6,2,0,0
1,1,0.57,8,7,2,1
1,0,1.9,12,4,1,0
1,1,0.84,8,2,0,1
1,0,1.49,6,5,2,1
1,0,2.4,6,5,1,0
0,0,1.46,13,4,3,0
1,1,0.78,3,5,3,1
0,0,1.38,14,3,0,0
0,1,0.87,2,7,2,0
1,1,0.44,7,4,2,1
0,0,2.14,8,4,2,0
0,0,1.76,10,6,3,0
0,1,0.59,13,0,1,0
1,1,0.92,14,5,0,1
1,1,0.61,6,2,2,1
1,1,0.35,5,3,0,1
1,0,2.33,4,5,3,0
1,0,1.61,1,3,1,0
0,0,2.25,9,5,0,0
1,1,0.63,11,4,2,1
1,1,0.37,10,3,0,1
1,1,0.85,4,4,2,1
0,0,1.38,2,2,2,0
1,0,1.37,4,3,2,0
1,0,2.22,13,8,2,0
0,1,0.41,11,1,2,0
1,0,1.34,5,3,3,0
0,1,0.6,2,6,2,1
0,1,0.4,7,2,1,1
1,1,0.41,3,6,3,1
0,1,0.35,14,5,2,1
1,1,0.44,8,4,0,1
1,1,0.8,4,7,2,1
0,1,0.87,12,2,1,0
1,1,0.62,11,2,1,1
0,1,0.65,5,4,0,0
0,1,0.32,3,4,2,1
0,1,0.35,13,10,1,1
0,1,0.48,11,3,1,1
0,1,0.68,5,7,0,1
1,1,0.82,9,2,0,1
1,0,1.03,11,2,0,0
0,0,1.75,13,4,2,0
1,1,0.38,14,3,1,1
1,1,0.85,2,3,1,1
1,1,0.55,7,4,2,1
1,1,0.82,10,6,1,1
0,1,0.66,8,3,1,1
0,1,0.82,3,5,4,1
1,0,2.05,11,2,1,0
1,1,0.94,4,3,1,1
0,1,0.67,13,3,1,0
0,0,2.38,11,4,2,0
1,1,0.49,10,5,1,1
1,1,0.96,2,5,5,1
1,0,1.07,10,3,0,0
1,0,1.08,13,4,3,0
0,1,0.6,9,5,1,1
1,1,0.39,3,3,4,1
1,0,1.88,9,3,4,0
0,0,1.95,13,4,4,0
1,1,0.54,7,4,4,1
1,1,0.35,6,2,2,1
0,1,0.96,11,3,2,0
1,0,1.55,12,1,0,0
1,1,0.89,11,5,3,1
1,1,0.56,3,4,2,1
0,0,1.97,11,7,2,0
0,1,0.64,7,4,1,0
1,1,0.44,11,1,1,1
0,1,0.39,14,6,1,1
1,1,0.54,3,1,2,1
1,0,2.11,13,9,3,0
0,1,1.0,11,4,3,0
1,1,0.33,6,7,0,1
1,1,0.61,8,3,2,1
0,0,1.33,5,5,2,0
1,1,0.51,11,2,1,1
1,0,2.46,11,4,3,0
1,1,0.4,13,2,1,1
1,0,2.19,3,4,1,0
1,1,0.53,6,6,1,1
1,0,1.78,8,5,1,0
1,0,2.46,10,3,2,0
1,1,0.92,3,4,2,1
1,1,0.89,12,7,0,1
0,1,0.73,13,4,3,1
1,1,0.57,14,4,6,1
0,0,2.28,11,2,0,0
0,1,0.84,11,4,1,0
0,1,0.91,5,9,0,0
1,0,1.77,9,6,1,1
1,1,0.57,14,7,1,1
1,1,0.84,14,3,1,1
1,1,0.6,10,3,2,1
1,1,0.53,10,5,1,1
1,1,0.59,3,6,0,1
1,0,1.76,13,5,0,0
0,0,2.45,12,2,4,0
0,1,0.65,11,3,1,0
1,0,1.38,2,7,0,1
1,0,2.37,11,3,5,0
0,1,0.33,13,1,3,1
0,1,0.69,14,3,0,0
1,0,1.16,8,4,4,0
0,1,0.44,14,8,0,1
1,1,0.79,14,4,1,1
1,0,1.4,14,6,1,0
1,1,0.48,7,2,1,1
0,1,0.54,12,7,3,1
1,1,0.99,9,2,3,1
1,1,0.56,4,7,2,1
1,0,2.37,3,6,1,0
1,1,0.62,10,6,2,1
0,1,0.86,5,2,0,0
1,1,0.84,11,5,1,1
1,1,0.77,1,4,4,1
1,1,0.9,5,6,0,1
0,0,2.05,13,4,0,0
1,0,1.06,13,2,2,0
1,0,2.15,3,2,1,0
0,1,0.58,1,7,0,1
0,0,1.69,3,2,5,0
1,1,0.76,5,9,2,1
0,0,2.24,5,4,3,0
0,1,0.34,10,1,0,1
0,0,1.69,12,8,2,0
1,1,0.48,8,7,1,1
1,1,0.65,11,3,2,1
1,1,0.82,1,2,0,1
0,1,0.69,7,5,3,0
1,1,0.36,5,3,4,1
1,1,0.43,3,2,3,1
1,0,1.83,4,1,1,0
1,0,2.42,3,3,1,0
0,1,0.7,8,8,2,0
1,1,0.65,4,4,1,1
0,1,0.44,3,3,0,1
1,0,1.97,2,3,2,0
0,1,0.42,3,1,1,0
0,0,2.24,7,3,1,0
0,0,1.12,6,2,0,0
1,0,1.3,10,8,1,0
0,0,1.46,12,3,0,0
1,0,1.94,13,5,1,0
1,1,0.79,5,6,1,1
0,0,1.2,8,2,4,0
1,1,0.78,11,7,1,1
0,0,1.52,1,7,1,0
1,1,0.88,3,4,1,1
1,1,0.36,2,3,2,1
0,0,1.34,2,5,1,0
0,1,0.37,12,1,1,1
0,1,0.92,11,2,0,0
1,1,0.51,12,4,2,1
1,0,1.89,1,6,2,0
1,1,0.64,5,3,2,1
1,1,0.56,5,6,3,1
0,0,1.47,3,5,4,0
1,1,0.96,12,5,1,1
1,1,0.33,12,4,1,1
0,1,0.94,9,7,1,1
0,1,0.73,12,6,3,1
0,1,0.87,6,1,3,0
1,0,1.77,14,6,3,1
1,1,0.63,10,4,2,1
0,1,0.91,14,8,1,0
1,0,1.37,6,3,2,0
0,0,2.06,10,5,0,0
1,0,1.87,6,2,2,0
0,1,0.41,14,3,3,1
1,0,2.5,2,1,1,0
1,1,0.8,11,7,0,1
1,0,2.14,10,3,4,0
1,1,0.4,10,2,0,1
0,1,0.61,8,4,3,0
0,1,0.55,6,5,2,1
0,1,0.65,13,4,3,0
0,1,0.91,14,5,2,1
1,1,0.84,3,4,2,1
0,0,1.84,10,6,1,0
0,0,1.71,9,5,2,0
1,1,0.63,2,3,1,1
1,1,0.82,7,7,2,1
1,1,0.4,3,1,0,1
0,0,1.83,12,6,1,0
0,0,2.27,6,7,2,0
1,0,1.49,5,1,1,0
0,1,0.31,13,8,1,1
0,1,0.41,6,2,2,1
1,1,0.36,8,0,2,1
1,1,0.47,14,4,2,1
1,1,0.37,3,4,2,1
0,1,0.78,2,11,1,1
0,0,1.96,8,2,1,0
1,1,0.73,1,2,3,1
0,0,1.48,2,3,2,0
1,0,1.92,10,8,1,0
1,1,0.95,1,1,2,1
1,1,0.46,5,3,0,1
0,1,0.73,8,3,2,0
0,1,0.32,2,4,2,1
1,1,0.95,4,3,3,1
1,1,0.67,4,2,1,1
1,1,0.33,11,4,0,1
0,1,0.54,11,4,0,0
0,1,0.35,7,2,1,1
1,0,1.66,1,4,2,0
1,0,2.37,9,6,0,0
1,1,0.63,3,7,3,1
0,0,1.47,6,3,1,0
1,1,0.38,10,5,2,1
1,0,1.5,14,3,3,0
1,0,1.12,5,3,3,0
1,1,0.87,4,2,1,1
0,1,0.39,9,1,1,1
1,0,1.7,11,6,1,0
0,1,0.54,12,6,2,1
1,1,0.46,14,2,1,1
1,0,1.3,9,5,0,0
0,1,0.62,1,0,2,0
1,1,0.58,7,6,4,1
0,1,0.71,10,4,0,0
1,1,0.64,9,4,5,1
1,0,2.18,5,3,0,0
0,0,1.1,1,2,0,0
0,1,0.77,8,2,1,0
1,1,0.32,5,9,1,1
0,1,0.63,6,11,1,1
1,1,0.34,7,5,1,1
1,0,1.63,10,2,0,0
1,1,0.69,7,7,3,1
0,0,1.11,13,4,0,0
1,0,1.21,14,7,1,0
1,0,2.0,12,2,2,0
0,1,0.59,7,6,2,0
1,0,1.25,1,4,0,0
1,1,0.4,7,7,0,1
1,1,0.84,11,1,3,1
0,1,0.82,3,6,1,0
1,1,0.93,5,4,2,1
0,1,0.31,10,6,1,1
0,0,1.02,5,6,1,0
1,1,0.88,8,0,2,1
1,1,0.77,7,6,0,1
0,1,0.93,7,1,3,0
0,1,0.34,6,2,0,1
0,1,0.72,7,4,1,0
0,1,0.7,14,9,1,0
0,1,0.32,7,5,3,1
0,1,0.66,5,6,2,1
1,1,0.73,5,1,3,1
1,1,0.43,4,3,2,1
1,1,0.49,14,3,1,1
1,1,0.75,4,2,3,1
0,1,0.63,5,6,1,0
1,1,0.9,10,3,5,1
1,1,0.54,9,4,5,1
1,0,2.42,14,4,1,0
1,1,0.99,11,6,0,1
1,1,0.94,12,8,2,1
1,0,1.98,6,4,2,0
0,1,0.84,8,7,1,0
1,1,0.38,9,4,1,1
1,1,0.32,12,6,0,1
1,0,1.93,14,4,5,1
1,1,0.49,4,6,0,1
0,1,0.87,12,1,0,0
0,1,0.8,13,7,1,1
1,0,1.13,7,3,2,0
1,1,0.8,5,2,1,1
1,1,0.59,4,4,0,1
0,1,0.79,12,6,2,1
0,1,1.0,7,4,1,0
1,1,0.8,3,4,2,1
1,1,0.83,1,3,0,1
1,1,0.96,7,5,2,1
1,1,0.38,9,5,2,1
1,1,0.79,2,3,1,1
0,1,0.9,7,4,0,0
1,0,2.03,10,6,1,1
1,1,0.45,2,5,3,1
1,0,1.34,13,10,2,1
1,0,1.81,13,3,3,0
1,1,0.47,3,5,0,1
0,1,0.72,13,3,0,1
1,1,0.48,10,2,2,1
0,1,0.53,14,3,0,0
1,1,0.61,12,6,2,1
0,1,0.67,10,6,0,1
0,1,0.61,3,6,0,1
1,1,0.65,12,3,3,1
0,1,0.51,13,5,4,1
1,1,0.41,4,2,1,1
1,1,0.33,6,2,0,1
0,0,1.33,3,7,1,0
1,0,2.3,13,1,1,0
1,0,1.88,9,4,0,0
1,0,2.42,2,1,2,0
0,1,0.38,7,3,0,1
0,0,1.19,6,8,2,0
0,0,1.26,14,4,0,0
0,0,2.48,2,3,1,0
0,0,2.09,11,5,2,0
1,0,1.08,3,5,0,0
1,1,0.5,6,4,0,1
1,1,0.67,10,2,4,1
1,0,1.47,4,7,3,0
0,1,0.38,1,5,0,0
0,1,0.42,1,3,2,1
0,0,1.11,3,2,1,0
0,1,0.66,8,7,1,1
1,1,0.31,11,4,1,1
1,1,0.77,4,0,1,1
0,1,0.6,11,2,2,0
0,0,1.03,1,6,1,0
1,1,0.45,8,3,1,1
1,1,0.69,10,5,1,1
0,1,0.99,6,3,4,0
1,0,1.55,1,3,3,0
1,1,0.5,12,4,0,1
0,1,0.47,10,3,3,1
0,1,0.47,10,1,2,0
1,0,1.29,6,2,2,0
1,1,0.87,1,0,0,1
1,1,0.94,10,2,0,1
0,1,0.44,10,3,0,1
0,1,0.68,3,3,0,1
1,1,0.75,2,3,0,1
1,1,0.67,4,3,1,1
0,1,0.6,2,8,2,0
1,1,0.43,11,4,5,1
1,1,0.64,13,4,2,1
1,0,1.14,5,6,2,0
1,1,0.86,4,5,0,1
1,1,0.83,6,3,2,1
1,1,0.39,14,2,1,1
1,1,0.36,7,4,2,1
0,1,0.94,12,2,4,0
1,1,0.67,2,2,1,1
0,0,2.06,2,5,2,0
1,1,0.34,8,6,2,1
0,0,1.92,13,4,2,0
0,0,1.18,13,6,0,0
0,1,0.9,9,2,1,0
0,1,0.37,5,5,2,1
1,1,0.47,7,5,3,1
1,0,2.31,13,7,1,0
1,0,1.46,12,2,3,0
0,1,0.96,9,3,2,0
0,1,0.99,14,1,2,0
0,0,2.02,1,6,2,0
0,1,0.3,8,2,0,1
1,1,0.33,10,2,3,1
0,1,0.4,10,3,0,0
0,1,0.54,9,8,3,1
0,1,0.88,9,3,1,0
0,1,0.92,10,5,3,0
1,1,0.43,7,2,4,1
1,0,1.15,12,3,0,0
0,1,0.94,12,1,1,0
0,1,0.62,12,2,2,0
0,1,0.37,12,2,3,1
0,1,0.62,10,6,0,1
0,0,2.04,3,6,1,0
1,0,1.03,13,2,2,0
1,1,0.61,13,4,0,1
1,1,0.31,5,6,1,1
1,0,2.25,13,1,0,0
1,1,0.68,2,5,1,1
1,1,0.63,11,5,1,1
1,1,0.97,10,5,3,1
1,1,0.41,3,2,0,1
0,1,0.43,10,6,1,1
1,1,0.87,7,5,2,1
1,1,0.48,1,2,1,1
1,0,1.29,3,6,0,0
1,0,1.25,5,3,3,1
1,0,2.19,11,4,0,0
0,1,0.66,14,2,0,0
1,0,1.2,4,6,0,0
0,0,1.81,3,2,2,0
0,1,0.75,6,3,1,1
0,0,1.15,12,10,0,0
1,0,1.55,6,3,3,0
0,0,1.42,4,4,3,0
0,1,0.86,9,4,2,0
1,0,2.47,11,0,2,0
0,1,0.77,6,4,2,1
1,1,0.88,9,3,2,1
1,1,0.7,13,5,0,1
0,1,0.63,11,2,1,0
1,1,0.75,10,1,2,1
0,0,2.05,10,4,0,0
1,0,1.14,2,2,1,0
1,0,2.07,6,6,0,0
1,0,2.46,14,6,0,0
1,0,1.81,4,2,0,0
0,0,1.75,2,6,0,0
0,1,0.73,5,7,3,1
1,1,0.55,14,5,2,1
1,1,0.83,3,7,5,1
1,1,0.56,6,3,1,1
1,0,1.05,11,4,0,0
1,0,1.83,14,6,2,1
1,1,0.76,8,6,2,1
0,0,1.32,4,4,1,0
1,0,1.32,12,6,0,0
1,1,0.96,4,5,1,1
0,1,0.89,5,5,2,0
1,1,0.94,6,9,0,1
1,0,2.27,11,1,2,0
1,1,0.68,7,5,0,1
0,1,0.82,6,8,0,0
0,1,0.79,7,9,0,1
1,1,0.92,9,6,1,1
1,1,0.8,4,3,1,1
0,0,1.39,10,6,1,0
0,1,0.54,1,5,1,0
1,1,0.88,9,4,1,1
0,1,0.79,7,4,1,1
1,1,0.78,4,5,1,1
1,1,0.53,10,2,5,1
0,1,0.85,8,7,0,0
1,1,0.93,12,3,4,1
0,1,0.45,7,6,1,1
0,1,0.74,12,5,1,0
1,0,1.62,2,5,3,0
1,0,1.76,1,3,0,0
1,1,0.64,9,2,4,1
1,1,0.46,7,7,0,1
0,1,0.57,14,5,0,1
0,1,0.76,10,3,3,0
0,0,2.2,1,10,0,0
0,0,1.19,13,3,2,0
0,1,0.95,4,3,1,1
0,0,2.42,5,3,3,0
1,1,0.35,5,2,0,1
1,0,1.83,14,4,5,0
1,0,2.31,14,3,1,0
1,1,0.41,14,3,0,1
0,1,0.31,5,4,4,1
0,1,0.42,11,5,2,0
1,0,2.13,3,7,1,0
1,1,0.32,5,6,2,1
0,1,0.46,4,1,4,1
1,1,0.83,5,6,2,1
1,1,0.71,7,2,2,1
1,0,1.21,5,0,2,0
0,1,0.82,14,2,1,0
1,1,0.34,14,2,1,1
1,1,0.92,14,6,2,1
1,0,2.05,8,4,4,0
1,1,0.69,8,5,2,1
1,1,0.75,3,3,1,1
1,0,2.36,5,4,1,0
0,0,1.77,12,9,0,0
1,1,0.64,4,6,0,1
1,1,0.34,14,4,0,1
1,1,0.96,14,3,0,1
0,1,0.71,5,2,1,0
0,1,0.79,8,2,0,0
1,1,0.67,4,5,2,1
1,0,1.99,5,7,1,0
1,1,0.32,7,7,2,1
1,1,0.49,3,4,3,1
1,0,1.09,13,5,2,1
1,1,0.35,6,4,1,1
1,1,0.79,9,1,1,1
1,1,0.58,11,6,0,1
1,1,0.49,4,5,3,1
0,1,0.3,4,1,0,1
1,0,1.46,6,2,1,0
1,1,0.88,6,4,2,1
0,1,0.58,3,4,2,1
0,1,0.69,14,3,3,0
0,1,0.46,1,2,4,0
0,1,0.74,3,2,3,1
0,0,1.3,8,3,2,0
1,0,2.03,8,4,2,0
1,1,0.75,6,8,1,1
1,0,1.33,7,4,0,0
0,0,1.39,2,3,4,0
0,1,0.84,9,4,1,1
1,1,0.72,3,2,1,1
0,0,1.62,2,7,0,0
1,1,0.58,5,2,1,1
1,1,0.52,1,3,2,1
1,1,0.92,5,4,1,1
0,1,0.33,10,0,1,1
1,1,0.4,4,3,0,1
0,0,1.44,12,4,2,0
1,0,1.69,6,7,4,1
1,1,0.31,12,4,5,1
0,1,0.9,5,2,4,0
0,1,0.62,9,3,1,1
0,1,0.3,5,3,1,1
1,1,0.58,13,1,2,1
0,1,0.43,8,4,1,1
1,0,2.26,12,4,1,0
0,0,1.11,13,3,0,0
1,1,0.64,2,5,1,1
1,0,1.84,3,4,2,1
1,0,1.96,3,5,0,0
1,1,0.89,3,1,0,1
0,1,0.8,6,2,0,0
0,1,0.88,7,6,1,0
1,0,2.39,7,5,2,0
0,0,1.26,12,4,0,0
1,0,2.13,7,0,3,0
0,1,0.31,12,6,2,1
0,1,0.89,3,4,3,0
0,1,0.96,1,5,0,1
1,1,0.76,6,1,2,1
0,1,0.46,3,6,1,1
1,0,1.02,13,11,1,0
0,1,0.63,3,5,3,1
1,1,0.93,3,2,1,1
0,1,0.4,9,3,0,1
1,1,0.88,12,2,1,0
1,0,2.25,4,7,1,0
0,1,0.87,5,4,4,0
1,1,0.94,3,5,1,1
1,0,1.24,10,4,2,0
1,0,1.95,13,4,3,1
1,1,0.86,12,2,1,1
0,1,0.67,1,2,3,1
1,0,2.09,12,5,1,0
0,1,0.74,4,8,1,0
0,0,2.1,1,2,0,0
1,1,0.89,11,3,1,1
0,0,1.8,11,4,5,0
1,0,1.44,7,4,2,0
1,1,0.48,7,5,1,1
1,0,2.29,4,3,2,0
1,1,0.5,5,2,0,1
0,0,2.4,10,2,1,0
0,1,0.52,7,3,3,1
1,0,2.35,13,2,2,0
0,1,0.69,6,2,3,0
0,1,0.92,13,4,4,0
0,0,2.11,4,2,3,0
1,1,0.78,4,4,2,1
1,0,1.55,2,6,1,1
0,1,0.41,10,4,3,1
1,0,2.5,2,9,1,0
0,1,0.64,12,2,1,0
0,1,0.55,4,4,1,1
1,1,0.53,5,8,1,1
1,1,0.78,4,7,3,1
1,1,0.45,14,6,0,1
0,1,0.8,3,4,0,0
1,1,0.95,11,6,1,1
1,1,0.7,2,3,3,1
1,0,1.46,4,3,2,0
1,1,0.35,14,5,1,1
1,1,0.91,11,9,1,1
1,1,0.5,5,6,1,1
1,1,0.73,1,3,3,1
1,0,2.32,13,3,0,0
1,1,0.72,1,5,4,1
1,0,1.55,6,3,2,0
1,0,1.5,5,2,1,0
0,0,1.41,11,3,1,0
0,1,0.86,4,6,3,1
1,0,2.21,1,2,0,0
1,0,1.47,12,6,1,0
1,1,0.32,14,7,0,1
0,0,1.72,7,7,1,0
1,0,1.11,4,2,1,0
0,0,2.05,3,3,2,0
1,1,0.72,14,1,3,1
1,1,0.62,7,3,1,1
1,0,1.46,2,6,2,0
1,1,0.63,10,4,1,1
1,1,0.52,1,2,1,1
1,0,2.31,11,2,0,0
0,0,1.57,4,3,2,0
1,1,0.7,13,4,1,1
1,1,0.47,8,3,2,1
1,0,1.17,13,1,0,0
0,0,2.25,6,4,4,0
1,1,0.44,9,3,1,1
0,0,1.06,1,3,2,0
1,1,0.91,1,7,1,1
1,1,0.32,11,4,1,1
1,1,0.78,5,4,5,1
1,0,2.12,6,2,1,0
0,1,0.42,8,1,2,1
0,0,1.99,3,3,2,0
1,1,0.56,6,5,2,1
1,1,0.51,3,6,3,1
0,1,0.88,8,7,1,0
1,1,0.75,12,3,1,1
1,1,0.93,11,8,1,1
1,1,0.74,11,11,3,1
1,1,0.82,4,3,1,1
0,1,0.89,2,6,1,1
0,1,0.34,12,4,1,1
1,1,0.84,9,8,1,1
1,1,0.73,10,6,3,1
1,0,2.45,13,3,3,1
1,1,0.66,8,4,2,1
1,1,0.36,6,5,0,1
1,1,0.82,3,4,1,1
1,1,0.68,2,6,2,1
1,0,1.04,13,4,0,0
1,0,1.42,4,2,1,0
